title,authors,affiliation,venue,year,latitude,longitude
"NeurIPS 2020 Workshop on Pre-registration in Machine Learning, 11 December 2020, Virtual Event.","Luca Bertinetto, João F. Henriques, Samuel Albanie, Michela Paganini, Gül Varol","['Preregister@NeurIPS', 'Proceedings of Machine Learning Research']","['Preregister@NeurIPS', 'Proceedings of Machine Learning Research']",2020,,
"6th IEEE/ACM Workshop on Machine Learning in High Performance Computing Environments, and 1st Workshop on Artificial Intelligence and Machine Learning for Scientific Applications MLHPC/AI4S 2020, Atlanta, GA, USA, November 12, 2020",,MLHPC/AI4S,MLHPC/AI4S,2020,,
"Proceedings of the First Teaching Machine Learning and Artificial Intelligence Workshop, September 8+14, 2020, Virtual Conference.","Bernd Bischl, Oliver Guhr, Heidi Seibold, Peter Steinbach","['Teaching ML', 'Proceedings of Machine Learning Research']","['Teaching ML', 'Proceedings of Machine Learning Research']",2020,,
Myocardial infarction complications.,"Sergey E. Golovenkin, V. A. Shulman, D. A. Rossiev, P. A. Shesternya, S. Yu. Nikulina, Yuliya V. Orlova, V. F. Voino-Yasenetsky",UCI Machine Learning Repository,UCI Machine Learning Repository,2020,,
Codon usage.,"Logan Hallee, Bohdan B. Khomtchouk",UCI Machine Learning Repository,UCI Machine Learning Repository,2020,,
HCV data.,"Ralf Lichtinghagen, Frank Klawonn, Georg Hoffmann",UCI Machine Learning Repository,UCI Machine Learning Repository,2020,,
Bone marrow transplant: children.,"Marek Sikora, Lukasz Wróbel, Adam Gudys",UCI Machine Learning Repository,UCI Machine Learning Repository,2020,,
"Machine Learning in Python: Main developments and technology trends in data science, machine learning, and artificial intelligence.","Sebastian Raschka, Joshua Patterson, Corey Nolet",CoRR,CoRR,2020,53.9634467,-7.4991271
Quantum circuit-like learning: A fast and scalable classical machine-learning algorithm with similar performance to quantum circuit learning.,"Naoko Koide-Majima, Kei Majima",CoRR,CoRR,2020,53.9634467,-7.4991271
Arabic Offensive Language Detection Using Machine Learning and Ensemble Machine Learning Approaches.,Unknown Author,CoRR,CoRR,2020,53.9634467,-7.4991271
From Federated Learning to Fog Learning: Towards Large-Scale Distributed Machine Learning in Heterogeneous Wireless Networks.,"Seyyedali Hosseinalipour, Christopher G. Brinton, Vaneet Aggarwal, Huaiyu Dai, Mung Chiang",CoRR,CoRR,2020,53.9634467,-7.4991271
Machine learning as a flaring storm warning machine: Was a warning machine for the September 2017 solar flaring storm possible?,"Federico Benvenuto, Cristina Campi, Anna Maria Massone, Michele Piana",CoRR,CoRR,2020,53.9634467,-7.4991271
Machine Learning Against Cancer: Accurate Diagnosis of Cancer by Machine Learning Classification of the Whole Genome Sequencing Data.,Unknown Author,CoRR,CoRR,2020,53.9634467,-7.4991271
Transfer Learning for Aided Target Recognition: Comparing Deep Learning to other Machine Learning Approaches.,"Samuel Rivera, Olga Mendoza-Schrock, Ashley Diehl",CoRR,CoRR,2020,53.9634467,-7.4991271
Handbook of Machine Learning - Volume 2: Optimization and Decision Making,"Tshilidzi Marwala, Collins Achepsah Leke","Handbook of Machine Learning, Volume 2","Handbook of Machine Learning, Volume 2",2019,,
Fault Detection and Diagnosis for Drones using Machine Learning. (Détection et diagnostic de pannes pour les drones utilisant la machine learning).,Unknown Author,Unknown Venue,Unknown Venue,2019,,
Introduction of high-dimensional interpretable machine learning models and their applications. (Introduction de modèles de machine learning interprétables en grande dimension et leurs applications).,Unknown Author,Unknown Venue,Unknown Venue,2019,,
Automatic Analysis of Macro and Micro Facial Expressions: Detection and Recognition via Machine Learning. (Analyse Automatique des Macro et Micro Expressions Faciales: Détection et Reconnaissance par Machine Learning).,Unknown Author,Unknown Venue,Unknown Venue,2019,,
"Spatial decision support in urban environments using machine learning, 3D geo-visualization and semantic integration of multi-source data. (Aide à la décision spatiale dans les environnements urbains à l&apos;aide du machine learning, de la géo-visualisation 3D et de l&apos;intégration sémantique de données multi-sources).",Unknown Author,Unknown Venue,Unknown Venue,2019,,
Entropy-Regularized Optimal Transport for Machine Learning. (Régularisation Entropique du Transport Optimal pour le Machine Learning).,Unknown Author,Unknown Venue,Unknown Venue,2019,,
Advanced machine learning approaches to personalise learning: learning analytics and decision making.,Unknown Author,Behav. Inf. Technol.,Behav. Inf. Technol.,2019,,
Sports and machine learning: How young people can use data from their own bodies to learn about machine learning.,"Abigail Zimmermann-Niefield, R. Benjamin Shapiro, Shaun K. Kane",XRDS,XRDS,2019,52.2895066,4.8426338
"Advances in artificial neural networks, machine learning and computational intelligence: Selected papers from the 26th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning (ESANN 2018).","Luca Oneto, Kerstin Bunte, Frank-Michael Schleif",Neurocomputing,Neurocomputing,2019,,
Optimizing Extreme Learning Machine via Generalized Hebbian Learning and Intrinsic Plasticity Learning.,"Chao Chen, Xinyu Jin, Boyuan Jiang, Lanjuan Li",Neural Process. Lett.,Neural Process. Lett.,2019,,
The Holy Grail of &quot;Systems for Machine Learning&quot;: Teaming humans and machine learning for detecting cyber threats.,"Ignacio Arnaldo, Kalyan Veeramachaneni",SIGKDD Explor.,SIGKDD Explor.,2019,,
Combining Machine Learning with Knowledge Engineering to detect Fake News in Social Networks - A Survey.,"Knut Hinkelmann, Sajjad Ahmed, Flavio Corradini",AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,2019,,
A Proposal for Determining the Evidence Types of Biomedical Documents Using a Drug-drug Interaction Ontology and Machine Learning.,"Linh Hoang, Richard D. Boyce, Mathias Brochhausen, Joseph Utecht, Jodi Schneider",AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,2019,,
Deconstructing the Final Frontier of Artificial Intelligence: Five Theses for a Constructivist Machine Learning.,Unknown Author,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,2019,,
Knowledge Engineering and Machine Learning for Design and Use in Cyber-Physical Environments.,Unknown Author,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering,2019,,
Machine Learning in Antenna Design: An Overview on Machine Learning Concept and Algorithms.,"Hilal M. El Misilmani, Tarek Naous",HPCS,HPCS,2019,,
Interoperability and machine-to-machine translation model with mappings to machine learning tasks.,"Jacob Nilsson, Fredrik Sandin, Jerker Delsing",INDIN,INDIN,2019,40.047986699999996,-85.9923231271558
Machine Learning Unplugged - Development and Evaluation of a Workshop About Machine Learning.,"Elisaweta Ossovski, Michael Brinkmeier",ISSEP,ISSEP,2019,50.61257435,5.569917799999999
Detection of Adversary Nodes in Machine-To-Machine Communication Using Machine Learning Based Trust Model.,"Elvin Eziama, Saneeha Ahmed, Sabbir Ahmed, Faroq A. Awin, Kemal Tepe",ISSPIT,ISSPIT,2019,,
"Machine Learning on Biomedical Images: Interactive Learning, Transfer Learning, Class Imbalance, and Beyond.","Naimul Mefraz Khan, Nabila Abraham, Marcia Hon, Ling Guan",MIPR,MIPR,2019,,
Machine Learning for Health ( ML4H ) 2019 : What Makes Machine Learning in Medicine Different?,"Adrian V. Dalca, Matthew B. A. McDermott, Emily Alsentzer, Samuel G. Finlayson, Michael Oberst, Fabian Falck, Corey Chivers, Andrew Beam, Tristan Naumann, Brett K. Beaulieu-Jones",ML4H@NeurIPS,ML4H@NeurIPS,2019,,
"Motion Evaluation of Therapy Exercises by Means of Skeleton Normalisation, Incremental Dynamic Time Warping and Machine Learning: A Comparison of a Rule-Based and a Machine-Learning-Based Approach.","Julia Richter, Christian Wiede, Ulrich Heinkel, Gangolf Hirtz",VISIGRAPP,VISIGRAPP,2019,,
From Dependency to Causality: A Machine Learning Approach.,"Gianluca Bontempi, Maxime Flauder",Cause Effect Pairs in Machine Learning,Cause Effect Pairs in Machine Learning,2019,,
Auto-sklearn: Efficient and Robust Automated Machine Learning.,"Matthias Feurer, Aaron Klein, Katharina Eggensperger, Jost Tobias Springenberg, Manuel Blum 0002, Frank Hutter",Automated Machine Learning,Automated Machine Learning,2019,,
Discriminant Learning Machines.,"Diviyan Kalainathan, Olivier Goudet, Michèle Sebag, Isabelle Guyon",Cause Effect Pairs in Machine Learning,Cause Effect Pairs in Machine Learning,2019,,
TPOT: A Tree-Based Pipeline Optimization Tool for Automating Machine Learning.,"Randal S. Olson, Jason H. Moore",Automated Machine Learning,Automated Machine Learning,2019,,
Speech Analytics Based on Machine Learning.,"Grazina Korvel, Adam Kurowski, Bozena Kostek, Andrzej Czyzewski",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
Machine Learning Methods for the Protein Fold Recognition Problem.,"Katarzyna Stapor, Irena Roterman-Konieczna, Piotr Fabian",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
Machine Learning Paradigms: Advances in Data Analytics.,"George A. Tsihrintzis, Dionisios N. Sotiropoulos, Lakhmi C. Jain",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
"Unleashing Machine Learning onto Big Data: Issues, Challenges and Trends.",Unknown Author,Machine Learning Paradigms,Machine Learning Paradigms,2019,,
An Optimal Machine Learning Classification Model for Flash Memory Bit Error Prediction.,"Barry Fitzgerald, Conor Ryan, Joe Sullivan",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
Machine Learning for Enhancement Land Cover and Crop Types Classification.,"Noureldin Laban, Bassam Abdellatif, Hala M. Ebeid, Howida A. Shedeed, Mohamed F. Tolba 0001",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
Towards a Personalized Learning Experience Using Reinforcement Learning.,"Doaa Shawky, Ashraf H. Badawi",Machine Learning Paradigms,Machine Learning Paradigms,2019,,
"Proceedings of the AAAI 2019 Spring Symposium on Combining Machine Learning with Knowledge Engineering (AAAI-MAKE 2019) Stanford University, Palo Alto, California, USA, March 25-27, 2019., Stanford University, Palo Alto, California, USA, March 25-27, 2019.","Andreas Martin 0001, Knut Hinkelmann, Aurona Gerber, Doug Lenat, Frank van Harmelen, Peter Clark","['AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering', 'CEUR Workshop Proceedings']","['AAAI Spring Symposium - Combining Machine Learning with Knowledge Engineering', 'CEUR Workshop Proceedings']",2019,,
"Proceedings of The 11th Asian Conference on Machine Learning, ACML 2019, 17-19 November 2019, Nagoya, Japan.","Wee Sun Lee, Taiji Suzuki","['ACML', 'Proceedings of Machine Learning Research']","['ACML', 'Proceedings of Machine Learning Research']",2019,,
"Proceedings of the 36th International Conference on Machine Learning, ICML 2019, 9-15 June 2019, Long Beach, California, USA","Kamalika Chaudhuri, Ruslan Salakhutdinov","['ICML', 'Proceedings of Machine Learning Research']","['ICML', 'Proceedings of Machine Learning Research']",2019,,
"Machine Learning and Data Mining in Pattern Recognition, 15th International Conference on Machine Learning and Data Mining, MLDM 2019, New York, NY, USA, July 20-25, 2019, Proceedings, Volume I",Unknown Author,MLDM,MLDM,2019,,
"Machine Learning and Data Mining in Pattern Recognition, 15th International Conference on Machine Learning and Data Mining, MLDM 2019, New York, NY, USA, July 20-25, 2019, Proceedings, Volume II",Unknown Author,MLDM,MLDM,2019,,
"Proceedings of the Machine Learning for Healthcare Conference, MLHC 2019, 9-10 August 2019, Ann Arbor, Michigan, USA.","Finale Doshi-Velez, Jim Fackler, Ken Jung, David C. Kale, Rajesh Ranganath, Byron C. Wallace, Jenna Wiens","['MLHC', 'Proceedings of Machine Learning Research']","['MLHC', 'Proceedings of Machine Learning Research']",2019,,
"Machine Learning for Health Workshop, ML4H@NeurIPS 2019, Vancouver, BC, Canada, 13 December 2019","Adrian V. Dalca, Matthew B. A. McDermott, Emily Alsentzer, Samuel G. Finlayson, Michael Oberst, Fabian Falck, Brett K. Beaulieu-Jones","['ML4H@NeurIPS', 'Proceedings of Machine Learning Research']","['ML4H@NeurIPS', 'Proceedings of Machine Learning Research']",2019,,
"Proceedings of MACLEAN: MAChine Learning for EArth ObservatioN Workshop co-located with the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML/PKDD 2019), Würzburg, Germany, September 20, 2019.","Thomas Corpetti, Dino Ienco, Roberto Interdonato, Minh-Tan Pham, Sébastien Lefèvre","['MACLEAN@PKDD/ECML', 'CEUR Workshop Proceedings']","['MACLEAN@PKDD/ECML', 'CEUR Workshop Proceedings']",2019,,
Machine Learning Paradigms - Advances in Data Analytics,"George A. Tsihrintzis, Dionisios N. Sotiropoulos, Lakhmi C. Jain","['Machine Learning Paradigms', 'Intelligent Systems Reference Library']","['Machine Learning Paradigms', 'Intelligent Systems Reference Library']",2019,,
Machine Learning Paradigms: Theory and Application,Unknown Author,"['Machine Learning Paradigms', 'Studies in Computational Intelligence']","['Machine Learning Paradigms', 'Studies in Computational Intelligence']",2019,,
Algerian Forest Fires.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Alcohol QCM Sensor Dataset.,"M. Fatih Adak, Peter A. Lieberzeit, Purim Jarujamrus, Nejat Yumusak",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Incident management process enriched event log.,"Claudio Aparecido Lira do Amaral, Marcelo Fantinato, Sarajane M. Peres",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Query Analytics Workloads Dataset.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
QSAR fish toxicity.,"Davide Ballabio, Matteo Cassotti, Viviana Consonni, Roberto Todeschini",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
QSAR aquatic toxicity.,"Davide Ballabio, Matteo Cassotti, Viviana Consonni, Roberto Todeschini",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Gas sensor array temperature modulation.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Online Retail II.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Beijing Multi-Site Air-Quality Data.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Human Activity Recognition from Continuous Ambient Sensor Data.,"Diane J. Cook, Aaron S. Crandall, Brian L. Thomas",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Facebook Live Sellers in Thailand.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Metro Interstate Traffic Volume.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
Hepatitis C Virus (HCV) for Egyptian patients.,"Sanaa Kamal, Mohamed ElEleimy, Doaa Hegazy, Mahmoud Nasr",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
EMG data for gestures.,"Nadia Krilova, Innokentiy Kastalskiy, Viktor B. Kazantsev, Valeri A. Makarov, Sergey Lobov",UCI Machine Learning Repository,UCI Machine Learning Repository,2019,,
